x_cg,y_cg,u_dns,v_dns,yw,nut,u_baseline,v_baseline,map_dist
8.749999999991e-02,1.375000000003e-01,4.372050000000e-04,1.010710000000e-03,8.749999999991e-02,1.631858225422e-04,6.192019954936e-03,-1.063515456506e-02,7.548248870469e-04
8.749999999993e-02,1.625000000004e-01,1.071470000000e-03,8.096330000000e-04,8.749999999993e-02,1.656627518169e-04,4.519547690266e-03,-1.164231549407e-02,2.187240695174e-03
8.749999999995e-02,1.875000000004e-01,1.562490000000e-03,5.317230000000e-04,8.749999999995e-02,1.754254890171e-04,2.954596186026e-03,-1.230760575549e-02,2.050784205739e-03
8.749999999997e-02,2.125000000005e-01,1.866450000000e-03,2.135590000000e-04,8.749999999997e-02,1.905351547929e-04,1.531934764143e-03,-1.266749614553e-02,1.701267134072e-03
8.749999999999e-02,2.375000000005e-01,2.011890000000e-03,-3.979420000000e-04,8.749999999999e-02,2.065215978074e-04,2.996065043035e-04,-1.279056875237e-02,2.827633260728e-03
8.750000000002e-02,2.625000000005e-01,2.760200000000e-03,-1.926960000000e-03,8.750000000002e-02,2.199633953380e-04,-7.090402427490e-04,-1.273559486269e-02,3.197940525859e-03
8.750000000004e-02,2.875000000004e-01,4.433340000000e-03,-3.966620000000e-03,8.750000000004e-02,2.291815872151e-04,-1.485861543230e-03,-1.255791125454e-02,1.778789437004e-03
8.750000000006e-02,3.125000000003e-01,5.343660000000e-03,-5.459120000000e-03,8.750000000006e-02,2.339801395576e-04,-2.048797853779e-03,-1.229366605594e-02,2.324856954446e-03
8.750000000008e-02,3.375000000002e-01,5.003900000000e-03,-5.807370000000e-03,8.750000000008e-02,2.347130624979e-04,-2.429773905691e-03,-1.196974047052e-02,7.841567826639e-04
8.750000000010e-02,3.625000000001e-01,4.533230000000e-03,-6.115540000000e-03,8.750000000010e-02,2.320974761531e-04,-2.662814296611e-03,-1.160816103915e-02,8.917207297810e-04
8.750000000013e-02,3.875000000000e-01,3.999210000000e-03,-6.458270000000e-03,8.750000000013e-02,2.268848561815e-04,-2.779599386721e-03,-1.122664854330e-02,7.747797169665e-04
8.750000000015e-02,4.124999999999e-01,3.438560000000e-03,-6.873300000000e-03,8.750000000015e-02,2.197507747698e-04,-2.807789429944e-03,-1.083928327035e-02,2.394986818412e-03
8.750000000017e-02,4.374999999998e-01,3.071530000000e-03,-7.196050000000e-03,8.750000000017e-02,2.112620870621e-04,-2.770714091275e-03,-1.045707117700e-02,3.904320761460e-03
8.750000000019e-02,4.624999999999e-01,2.558080000000e-03,-7.731330000000e-03,8.750000000019e-02,2.018735093025e-04,-2.687685777858e-03,-1.008835292448e-02,1.118151089945e-03
8.750000000021e-02,4.874999999999e-01,2.245620000000e-03,-8.102760000000e-03,8.750000000021e-02,1.919355845886e-04,-2.574550792939e-03,-9.739139934651e-03,3.568864225399e-03
8.750000000022e-02,5.125000000000e-01,1.866770000000e-03,-8.589630000000e-03,8.750000000022e-02,1.817056479228e-04,-2.444299604592e-03,-9.413411993194e-03,8.180708157973e-04
8.750000000022e-02,5.375000000000e-01,1.586930000000e-03,-8.951880000000e-03,8.750000000022e-02,1.713569511228e-04,-2.307660510946e-03,-9.113370891511e-03,1.302738887762e-03
8.750000000022e-02,5.625000000000e-01,1.286510000000e-03,-9.307480000000e-03,8.750000000022e-02,1.609924505629e-04,-2.173679463425e-03,-8.839555431758e-03,7.530999997780e-04
8.750000000022e-02,5.875000000000e-01,1.000510000000e-03,-9.585070000000e-03,8.750000000022e-02,1.506588230525e-04,-2.050115861890e-03,-8.590845428099e-03,7.530999997780e-04
8.750000000022e-02,6.125000000001e-01,7.062230000000e-04,-9.798150000000e-03,8.750000000022e-02,1.403597778106e-04,-1.943660644889e-03,-8.364366393457e-03,7.530999997780e-04
8.750000000022e-02,6.375000000001e-01,3.960710000000e-04,-9.945470000000e-03,8.750000000022e-02,1.300778725399e-04,-1.860005389317e-03,-8.155231509696e-03,7.530999997780e-04
8.750000000022e-02,6.625000000001e-01,4.411170000000e-05,-1.001030000000e-02,8.750000000022e-02,1.198147793150e-04,-1.803683608121e-03,-7.956106280392e-03,1.302738887697e-03
